detector,text_id,score,parameter name,parameter value
CopyLeaks,pp_-0.8_res_1,1.0,pp,-0.8
CopyLeaks,pp_-0.8_res_2,1.0,pp,-0.8
CopyLeaks,pp_-0.6_res_0,1.0,pp,-0.6
CopyLeaks,pp_-0.4_res_4,1.0,pp,-0.4
CopyLeaks,pp_-0.8_res_0,0.5052411,pp,-0.8
CopyLeaks,pp_-0.6_res_4,1.0,pp,-0.6
CopyLeaks,pp_-0.8_res_3,1.0,pp,-0.8
CopyLeaks,pp_-1.0_res_4,1.0,pp,-1.0
CopyLeaks,pp_-1.0_res_3,1.0,pp,-1.0
CopyLeaks,pp_-0.8_res_4,1.0,pp,-0.8
CopyLeaks,pp_-1.0_res_1,1.0,pp,-1.0
CopyLeaks,pp_-1.0_res_2,1.0,pp,-1.0
CopyLeaks,pp_0.2_res_2,1.0,pp,0.2
CopyLeaks,pp_-1.0_res_0,1.0,pp,-1.0
CopyLeaks,pp_0.2_res_1,1.0,pp,0.2
CopyLeaks,pp_0.2_res_3,1.0,pp,0.2
CopyLeaks,pp_0.2_res_0,1.0,pp,0.2
CopyLeaks,pp_0.4_res_0,1.0,pp,0.4
CopyLeaks,pp_0.6_res_0,1.0,pp,0.6
CopyLeaks,pp_0.2_res_4,1.0,pp,0.2
CopyLeaks,pp_0.4_res_2,1.0,pp,0.4
CopyLeaks,pp_0.4_res_1,1.0,pp,0.4
CopyLeaks,pp_0.8_res_0,1.0,pp,0.8
CopyLeaks,pp_0.4_res_4,1.0,pp,0.4
CopyLeaks,pp_0.4_res_3,1.0,pp,0.4
CopyLeaks,pp_0.6_res_3,1.0,pp,0.6
CopyLeaks,pp_0.6_res_2,1.0,pp,0.6
CopyLeaks,pp_0.6_res_1,1.0,pp,0.6
CopyLeaks,pp_0.6_res_4,1.0,pp,0.6
CopyLeaks,pp_0.8_res_3,1.0,pp,0.8
CopyLeaks,pp_0.8_res_2,1.0,pp,0.8
CopyLeaks,pp_0.8_res_1,1.0,pp,0.8
CopyLeaks,pp_1.0_res_1,1.0,pp,1.0
CopyLeaks,pp_1.0_res_3,1.0,pp,1.0
CopyLeaks,pp_1.2_res_0,1.0,pp,1.2
CopyLeaks,pp_1.0_res_2,1.0,pp,1.0
