detector,text_id,score,parameter name,parameter value,category
GPT2Detector,pp_1.5_res_0,0.9935448169708252,pp,1.5,res
GPT2Detector,pp_1.5_res_1,0.996896743774414,pp,1.5,res
GPT2Detector,pp_1.5_res_2,0.4175063967704773,pp,1.5,res
GPT2Detector,pp_1.5_res_4,0.9789011478424072,pp,1.5,res
GPT2Detector,pp_1.5_res_3,0.091534674167633,pp,1.5,res
GPT2Detector,pp_1.6_arg_0,0.9893336892127992,pp,1.6,arg
GPT2Detector,pp_1.6_arg_1,0.0042980313301086,pp,1.6,arg
GPT2Detector,pp_1.6_arg_4,0.9998252987861632,pp,1.6,arg
GPT2Detector,pp_1.6_arg_2,0.999681830406189,pp,1.6,arg
GPT2Detector,pp_1.6_arg_3,0.9983022212982178,pp,1.6,arg
GPT2Detector,pp_1.6_res_1,0.9995692372322084,pp,1.6,res
GPT2Detector,pp_1.6_res_0,0.9998266100883484,pp,1.6,res
GPT2Detector,pp_1.6_res_2,0.9781122803688048,pp,1.6,res
GPT2Detector,pp_1.6_res_4,0.9997765421867372,pp,1.6,res
GPT2Detector,pp_1.6_res_3,0.0005673766136169,pp,1.6,res
GPT2Detector,pp_1.7_arg_0,0.999778687953949,pp,1.7,arg
GPT2Detector,pp_1.7_arg_1,0.9637921452522278,pp,1.7,arg
GPT2Detector,pp_1.7_arg_2,0.9998268485069276,pp,1.7,arg
GPT2Detector,pp_1.7_arg_3,0.9268013834953308,pp,1.7,arg
GPT2Detector,pp_1.7_arg_4,0.9998027682304382,pp,1.7,arg
GPT2Detector,pp_1.7_res_0,0.9908733367919922,pp,1.7,res
GPT2Detector,pp_1.7_res_1,0.9998249411582948,pp,1.7,res
GPT2Detector,pp_1.7_res_2,0.0002205967903137,pp,1.7,res
GPT2Detector,pp_1.7_res_4,0.9923730492591858,pp,1.7,res
GPT2Detector,pp_1.7_res_3,0.999658703804016,pp,1.7,res
GPT2Detector,pp_1.8_arg_0,0.99778950214386,pp,1.8,arg
GPT2Detector,pp_1.8_arg_1,0.7747962474822998,pp,1.8,arg
GPT2Detector,pp_1.8_arg_2,0.5099889636039734,pp,1.8,arg
GPT2Detector,pp_1.8_arg_3,0.0054726004600524,pp,1.8,arg
GPT2Detector,pp_1.8_res_0,0.9998227953910828,pp,1.8,res
GPT2Detector,pp_1.8_arg_4,0.9998233914375304,pp,1.8,arg
GPT2Detector,pp_1.8_res_1,0.9995293617248536,pp,1.8,res
GPT2Detector,pp_1.8_res_2,0.977353572845459,pp,1.8,res
GPT2Detector,pp_1.9_arg_2,0.9998180270195008,pp,1.9,arg
GPT2Detector,pp_1.8_res_4,0.9997795224189758,pp,1.8,res
GPT2Detector,pp_1.9_arg_0,0.999793827533722,pp,1.9,arg
GPT2Detector,pp_1.8_res_3,0.0631101727485656,pp,1.8,res
GPT2Detector,pp_1.9_arg_1,0.0702845454216003,pp,1.9,arg
GPT2Detector,pp_1.9_arg_4,0.9998146891593932,pp,1.9,arg
GPT2Detector,pp_1.9_arg_3,0.7319061756134033,pp,1.9,arg
GPT2Detector,pp_1.9_res_0,0.9998255372047424,pp,1.9,res
GPT2Detector,pp_1.9_res_1,0.9995949864387512,pp,1.9,res
GPT2Detector,pp_1.9_res_2,0.2984751462936401,pp,1.9,res
GPT2Detector,pp_1.9_res_3,0.1724324226379394,pp,1.9,res
GPT2Detector,pp_1.9_res_4,0.9267836809158324,pp,1.9,res
GPT2Detector,pp_2.0_arg_3,0.9997066855430604,pp,2.0,arg
GPT2Detector,pp_2.0_arg_0,0.9998039603233336,pp,2.0,arg
GPT2Detector,pp_2.0_arg_1,0.2044551968574524,pp,2.0,arg
GPT2Detector,pp_2.0_arg_2,0.996008276939392,pp,2.0,arg
GPT2Detector,pp_2.0_arg_4,0.9536362886428832,pp,2.0,arg
GPT2Detector,pp_2.0_res_0,0.9998156428337096,pp,2.0,res
GPT2Detector,pp_2.0_res_1,0.0001727938652038,pp,2.0,res
GPT2Detector,pp_2.0_res_2,0.9164759516716005,pp,2.0,res
GPT2Detector,pp_2.0_res_3,0.564505934715271,pp,2.0,res
GPT2Detector,pp_2.0_res_4,0.9997574687004088,pp,2.0,res
CopyLeaks,fp_0.0_arg_3,1.0,fp,0.0,arg
CopyLeaks,fp_0.0_arg_2,1.0,fp,0.0,arg
CopyLeaks,fp_0.0_res_2,1.0,fp,0.0,res
CopyLeaks,fp_0.0_arg_4,1.0,fp,0.0,arg
CopyLeaks,fp_0.0_arg_0,1.0,fp,0.0,arg
CopyLeaks,fp_0.0_res_0,1.0,fp,0.0,res
CopyLeaks,fp_0.0_res_4,1.0,fp,0.0,res
CopyLeaks,fp_0.0_res_1,1.0,fp,0.0,res
CopyLeaks,fp_0.0_res_3,1.0,fp,0.0,res
CopyLeaks,fp_0.0_arg_1,1.0,fp,0.0,arg
CopyLeaks,fp_0.1_res_0,1.0,fp,0.1,res
CopyLeaks,fp_0.1_arg_2,1.0,fp,0.1,arg
CopyLeaks,fp_0.1_arg_0,1.0,fp,0.1,arg
CopyLeaks,fp_0.1_arg_3,1.0,fp,0.1,arg
CopyLeaks,fp_0.1_arg_4,1.0,fp,0.1,arg
CopyLeaks,fp_0.1_res_3,1.0,fp,0.1,res
CopyLeaks,fp_0.1_res_2,1.0,fp,0.1,res
CopyLeaks,fp_0.1_arg_1,1.0,fp,0.1,arg
CopyLeaks,fp_0.1_res_1,1.0,fp,0.1,res
CopyLeaks,fp_0.1_res_4,1.0,fp,0.1,res
CopyLeaks,fp_0.2_arg_2,1.0,fp,0.2,arg
CopyLeaks,fp_0.2_arg_0,1.0,fp,0.2,arg
CopyLeaks,fp_0.2_arg_4,1.0,fp,0.2,arg
CopyLeaks,fp_0.2_arg_1,1.0,fp,0.2,arg
CopyLeaks,fp_0.2_res_3,1.0,fp,0.2,res
CopyLeaks,fp_0.2_arg_3,1.0,fp,0.2,arg
CopyLeaks,fp_0.2_res_1,1.0,fp,0.2,res
CopyLeaks,fp_0.2_res_2,1.0,fp,0.2,res
CopyLeaks,fp_0.2_res_0,1.0,fp,0.2,res
CopyLeaks,fp_0.2_res_4,1.0,fp,0.2,res
CopyLeaks,fp_0.3_arg_2,1.0,fp,0.3,arg
CopyLeaks,fp_0.3_res_2,1.0,fp,0.3,res
CopyLeaks,fp_0.3_res_3,1.0,fp,0.3,res
CopyLeaks,fp_0.3_arg_1,1.0,fp,0.3,arg
CopyLeaks,fp_0.3_arg_3,1.0,fp,0.3,arg
CopyLeaks,fp_0.3_arg_0,1.0,fp,0.3,arg
CopyLeaks,fp_0.3_arg_4,1.0,fp,0.3,arg
CopyLeaks,fp_0.3_res_1,1.0,fp,0.3,res
CopyLeaks,fp_0.3_res_4,1.0,fp,0.3,res
CopyLeaks,fp_0.3_res_0,1.0,fp,0.3,res
CopyLeaks,fp_0.4_arg_0,1.0,fp,0.4,arg
CopyLeaks,fp_0.4_arg_1,1.0,fp,0.4,arg
CopyLeaks,fp_0.4_res_2,1.0,fp,0.4,res
CopyLeaks,fp_0.4_arg_3,1.0,fp,0.4,arg
CopyLeaks,fp_0.4_arg_2,1.0,fp,0.4,arg
CopyLeaks,fp_0.4_arg_4,1.0,fp,0.4,arg
CopyLeaks,fp_0.4_res_3,1.0,fp,0.4,res
CopyLeaks,fp_0.4_res_4,1.0,fp,0.4,res
CopyLeaks,fp_0.5_arg_3,1.0,fp,0.5,arg
CopyLeaks,fp_0.5_arg_0,1.0,fp,0.5,arg
CopyLeaks,fp_0.4_res_1,0.75688076,fp,0.4,res
CopyLeaks,fp_0.5_arg_4,1.0,fp,0.5,arg
CopyLeaks,fp_0.4_res_0,1.0,fp,0.4,res
CopyLeaks,fp_0.5_arg_1,1.0,fp,0.5,arg
CopyLeaks,fp_0.5_arg_2,1.0,fp,0.5,arg
CopyLeaks,fp_0.5_res_2,1.0,fp,0.5,res
CopyLeaks,fp_0.5_res_1,1.0,fp,0.5,res
CopyLeaks,fp_0.5_res_0,1.0,fp,0.5,res
CopyLeaks,fp_0.6_arg_1,1.0,fp,0.6,arg
CopyLeaks,fp_0.6_arg_4,1.0,fp,0.6,arg
CopyLeaks,fp_0.5_res_4,1.0,fp,0.5,res
CopyLeaks,fp_0.6_arg_3,1.0,fp,0.6,arg
CopyLeaks,fp_0.6_res_2,1.0,fp,0.6,res
CopyLeaks,fp_0.6_arg_2,1.0,fp,0.6,arg
CopyLeaks,fp_0.6_arg_0,1.0,fp,0.6,arg
CopyLeaks,fp_0.5_res_3,0.79535866,fp,0.5,res
CopyLeaks,fp_0.6_res_1,1.0,fp,0.6,res
CopyLeaks,fp_0.6_res_0,1.0,fp,0.6,res
CopyLeaks,fp_0.6_res_3,1.0,fp,0.6,res
CopyLeaks,fp_0.7_arg_1,1.0,fp,0.7,arg
CopyLeaks,fp_0.6_res_4,1.0,fp,0.6,res
CopyLeaks,fp_0.7_arg_0,1.0,fp,0.7,arg
CopyLeaks,fp_0.7_res_2,1.0,fp,0.7,res
CopyLeaks,fp_0.7_arg_2,1.0,fp,0.7,arg
CopyLeaks,fp_0.7_res_0,1.0,fp,0.7,res
CopyLeaks,fp_0.7_arg_3,1.0,fp,0.7,arg
CopyLeaks,fp_0.7_res_1,1.0,fp,0.7,res
CopyLeaks,fp_0.7_arg_4,1.0,fp,0.7,arg
CopyLeaks,fp_0.7_res_3,1.0,fp,0.7,res
CopyLeaks,fp_0.8_arg_1,0.81445783,fp,0.8,arg
CopyLeaks,fp_0.8_arg_0,1.0,fp,0.8,arg
CopyLeaks,fp_0.7_res_4,1.0,fp,0.7,res
CopyLeaks,fp_0.8_arg_2,1.0,fp,0.8,arg
CopyLeaks,fp_0.8_arg_3,1.0,fp,0.8,arg
CopyLeaks,fp_0.8_res_2,1.0,fp,0.8,res
CopyLeaks,fp_0.8_arg_4,1.0,fp,0.8,arg
CopyLeaks,fp_0.8_res_1,1.0,fp,0.8,res
CopyLeaks,fp_0.8_res_0,1.0,fp,0.8,res
CopyLeaks,fp_0.8_res_4,1.0,fp,0.8,res
CopyLeaks,fp_0.9_arg_2,1.0,fp,0.9,arg
CopyLeaks,fp_0.9_arg_0,1.0,fp,0.9,arg
CopyLeaks,fp_0.9_arg_3,1.0,fp,0.9,arg
CopyLeaks,fp_0.8_res_3,1.0,fp,0.8,res
CopyLeaks,fp_0.9_arg_1,1.0,fp,0.9,arg
CopyLeaks,fp_0.9_arg_4,1.0,fp,0.9,arg
CopyLeaks,fp_0.9_res_0,1.0,fp,0.9,res
CopyLeaks,fp_0.9_res_3,1.0,fp,0.9,res
CopyLeaks,fp_0.9_res_1,1.0,fp,0.9,res
CopyLeaks,fp_0.9_res_2,1.0,fp,0.9,res
CopyLeaks,fp_0.9_res_4,1.0,fp,0.9,res
CopyLeaks,fp_1.0_arg_1,1.0,fp,1.0,arg
CopyLeaks,fp_1.0_arg_2,0.79396987,fp,1.0,arg
CopyLeaks,fp_1.0_arg_3,1.0,fp,1.0,arg
CopyLeaks,fp_1.0_arg_0,0.6945055,fp,1.0,arg
CopyLeaks,fp_1.0_arg_4,1.0,fp,1.0,arg
CopyLeaks,fp_1.0_res_1,1.0,fp,1.0,res
CopyLeaks,fp_1.0_res_0,1.0,fp,1.0,res
CopyLeaks,fp_1.0_res_3,1.0,fp,1.0,res
CopyLeaks,fp_1.0_res_2,1.0,fp,1.0,res
CopyLeaks,fp_1.0_res_4,1.0,fp,1.0,res
CopyLeaks,fp_1.1_arg_0,1.0,fp,1.1,arg
CopyLeaks,fp_1.1_res_2,1.0,fp,1.1,res
CopyLeaks,fp_1.1_arg_2,1.0,fp,1.1,arg
CopyLeaks,fp_1.1_res_0,1.0,fp,1.1,res
CopyLeaks,fp_1.1_arg_3,1.0,fp,1.1,arg
CopyLeaks,fp_1.1_res_3,1.0,fp,1.1,res
CopyLeaks,fp_1.1_res_4,1.0,fp,1.1,res
CopyLeaks,fp_1.1_res_1,0.60952383,fp,1.1,res
CopyLeaks,fp_1.1_arg_1,0.5568182,fp,1.1,arg
CopyLeaks,fp_1.1_arg_4,0.94495416,fp,1.1,arg
CopyLeaks,fp_1.2_arg_2,1.0,fp,1.2,arg
CopyLeaks,fp_1.2_arg_1,1.0,fp,1.2,arg
CopyLeaks,fp_1.2_arg_4,1.0,fp,1.2,arg
CopyLeaks,fp_1.2_arg_3,0.73580784,fp,1.2,arg
CopyLeaks,fp_1.2_res_0,1.0,fp,1.2,res
CopyLeaks,fp_1.2_res_4,1.0,fp,1.2,res
CopyLeaks,fp_1.2_res_1,1.0,fp,1.2,res
CopyLeaks,fp_1.3_arg_1,1.0,fp,1.3,arg
CopyLeaks,fp_1.2_res_2,1.0,fp,1.2,res
CopyLeaks,fp_1.3_arg_0,0.8092243,fp,1.3,arg
CopyLeaks,fp_1.3_arg_2,1.0,fp,1.3,arg
CopyLeaks,fp_1.2_arg_0,0.6236842,fp,1.2,arg
CopyLeaks,fp_1.2_res_3,0.6537468,fp,1.2,res
CopyLeaks,fp_1.3_arg_3,0.8477366,fp,1.3,arg
CopyLeaks,fp_1.3_arg_4,1.0,fp,1.3,arg
CopyLeaks,fp_1.3_res_2,1.0,fp,1.3,res
CopyLeaks,fp_1.3_res_0,0.9692308,fp,1.3,res
CopyLeaks,fp_1.3_res_3,1.0,fp,1.3,res
CopyLeaks,fp_1.3_res_1,1.0,fp,1.3,res
CopyLeaks,fp_1.4_arg_2,1.0,fp,1.4,arg
CopyLeaks,fp_1.4_arg_1,1.0,fp,1.4,arg
CopyLeaks,fp_1.4_arg_4,1.0,fp,1.4,arg
CopyLeaks,fp_1.3_res_4,1.0,fp,1.3,res
CopyLeaks,fp_1.4_arg_3,0.7229219,fp,1.4,arg
CopyLeaks,fp_1.4_arg_0,1.0,fp,1.4,arg
CopyLeaks,fp_1.4_res_1,0.8955696,fp,1.4,res
CopyLeaks,fp_1.4_res_2,1.0,fp,1.4,res
CopyLeaks,fp_1.5_arg_2,1.0,fp,1.5,arg
CopyLeaks,fp_1.5_arg_0,0.6334107,fp,1.5,arg
CopyLeaks,fp_1.4_res_4,0.68237704,fp,1.4,res
CopyLeaks,fp_1.4_res_0,0.93766236,fp,1.4,res
CopyLeaks,fp_1.4_res_3,0.7567568,fp,1.4,res
CopyLeaks,fp_1.5_res_0,1.0,fp,1.5,res
CopyLeaks,fp_1.5_res_1,1.0,fp,1.5,res
CopyLeaks,fp_1.5_res_2,1.0,fp,1.5,res
CopyLeaks,fp_1.5_arg_1,1.0,fp,1.5,arg
CopyLeaks,fp_1.5_res_4,0.7009346,fp,1.5,res
CopyLeaks,fp_1.5_res_3,1.0,fp,1.5,res
CopyLeaks,fp_1.5_arg_4,0.8854962,fp,1.5,arg
CopyLeaks,fp_1.5_arg_3,0.82522124,fp,1.5,arg
CopyLeaks,fp_1.6_arg_1,0.83505154,fp,1.6,arg
CopyLeaks,fp_1.6_arg_0,1.0,fp,1.6,arg
CopyLeaks,fp_1.6_arg_3,0.66584766,fp,1.6,arg
CopyLeaks,fp_1.6_res_2,1.0,fp,1.6,res
CopyLeaks,fp_1.6_arg_2,1.0,fp,1.6,arg
CopyLeaks,fp_1.6_res_0,1.0,fp,1.6,res
CopyLeaks,fp_1.6_arg_4,0.53079176,fp,1.6,arg
CopyLeaks,fp_1.6_res_3,1.0,fp,1.6,res
CopyLeaks,fp_1.6_res_4,1.0,fp,1.6,res
CopyLeaks,fp_1.6_res_1,0.63517916,fp,1.6,res
CopyLeaks,fp_1.7_arg_1,1.0,fp,1.7,arg
CopyLeaks,fp_1.7_arg_0,0.5843829,fp,1.7,arg
CopyLeaks,fp_1.7_arg_2,1.0,fp,1.7,arg
CopyLeaks,fp_1.7_arg_3,0.8121019,fp,1.7,arg
CopyLeaks,fp_1.7_res_3,1.0,fp,1.7,res
CopyLeaks,fp_1.7_res_0,1.0,fp,1.7,res
CopyLeaks,fp_1.7_res_2,1.0,fp,1.7,res
CopyLeaks,fp_1.8_arg_4,1.0,fp,1.8,arg
CopyLeaks,fp_1.7_res_4,1.0,fp,1.7,res
CopyLeaks,fp_1.8_arg_0,0.84951454,fp,1.8,arg
CopyLeaks,fp_1.8_arg_3,0.6412556,fp,1.8,arg
CopyLeaks,fp_1.7_arg_4,0.6640625,fp,1.7,arg
CopyLeaks,fp_1.8_arg_1,1.0,fp,1.8,arg
CopyLeaks,fp_1.7_res_1,0.7719715,fp,1.7,res
CopyLeaks,fp_1.8_arg_2,1.0,fp,1.8,arg
CopyLeaks,fp_1.8_res_0,0.7883212,fp,1.8,res
CopyLeaks,fp_1.8_res_4,1.0,fp,1.8,res
CopyLeaks,fp_1.8_res_3,0.62412995,fp,1.8,res
CopyLeaks,fp_1.9_arg_4,0.0,fp,1.9,arg
CopyLeaks,fp_1.9_arg_0,1.0,fp,1.9,arg
CopyLeaks,fp_1.9_arg_2,1.0,fp,1.9,arg
CopyLeaks,fp_1.8_res_1,0.71903324,fp,1.8,res
CopyLeaks,fp_1.8_res_2,0.59202456,fp,1.8,res
CopyLeaks,fp_1.9_arg_1,0.7089947,fp,1.9,arg
CopyLeaks,fp_1.9_arg_3,1.0,fp,1.9,arg
CopyLeaks,fp_1.9_res_0,1.0,fp,1.9,res
CopyLeaks,fp_2.0_arg_1,1.0,fp,2.0,arg
CopyLeaks,fp_2.0_arg_0,1.0,fp,2.0,arg
CopyLeaks,fp_1.9_res_1,1.0,fp,1.9,res
CopyLeaks,fp_1.9_res_2,1.0,fp,1.9,res
CopyLeaks,fp_1.9_res_3,1.0,fp,1.9,res
CopyLeaks,fp_2.0_arg_4,1.0,fp,2.0,arg
CopyLeaks,fp_2.0_res_0,1.0,fp,2.0,res
CopyLeaks,fp_2.0_arg_2,1.0,fp,2.0,arg
CopyLeaks,fp_2.0_res_1,1.0,fp,2.0,res
CopyLeaks,fp_1.9_res_4,0.8333333,fp,1.9,res
CopyLeaks,fp_2.0_arg_3,0.6910299,fp,2.0,arg
CopyLeaks,fp_2.0_res_2,0.7335329,fp,2.0,res
CopyLeaks,pp_0.0_arg_1,1.0,pp,0.0,arg
CopyLeaks,pp_0.0_arg_3,1.0,pp,0.0,arg
CopyLeaks,pp_0.0_arg_0,1.0,pp,0.0,arg
CopyLeaks,pp_0.0_arg_2,1.0,pp,0.0,arg
CopyLeaks,pp_0.0_res_1,1.0,pp,0.0,res
CopyLeaks,fp_2.0_res_4,0.8376238,fp,2.0,res
CopyLeaks,pp_0.0_arg_4,1.0,pp,0.0,arg
CopyLeaks,pp_0.0_res_3,1.0,pp,0.0,res
CopyLeaks,pp_0.0_res_0,1.0,pp,0.0,res
CopyLeaks,pp_0.1_arg_1,1.0,pp,0.1,arg
CopyLeaks,fp_2.0_res_3,0.79953915,fp,2.0,res
CopyLeaks,pp_0.0_res_4,1.0,pp,0.0,res
CopyLeaks,pp_0.1_arg_2,1.0,pp,0.1,arg
CopyLeaks,pp_0.1_arg_0,1.0,pp,0.1,arg
CopyLeaks,pp_0.0_res_2,1.0,pp,0.0,res
CopyLeaks,pp_0.1_arg_4,1.0,pp,0.1,arg
CopyLeaks,pp_0.1_arg_3,1.0,pp,0.1,arg
CopyLeaks,pp_0.1_res_0,1.0,pp,0.1,res
CopyLeaks,pp_0.1_res_1,1.0,pp,0.1,res
CopyLeaks,pp_0.1_res_2,1.0,pp,0.1,res
CopyLeaks,pp_0.1_res_3,1.0,pp,0.1,res
CopyLeaks,pp_0.2_arg_1,1.0,pp,0.2,arg
CopyLeaks,pp_0.2_arg_2,1.0,pp,0.2,arg
CopyLeaks,pp_0.1_res_4,1.0,pp,0.1,res
CopyLeaks,pp_0.2_arg_3,1.0,pp,0.2,arg
CopyLeaks,pp_0.2_res_2,1.0,pp,0.2,res
CopyLeaks,pp_0.2_res_1,1.0,pp,0.2,res
CopyLeaks,pp_0.2_arg_0,1.0,pp,0.2,arg
CopyLeaks,pp_0.3_arg_0,1.0,pp,0.3,arg
CopyLeaks,pp_0.2_res_0,1.0,pp,0.2,res
CopyLeaks,pp_0.2_res_4,1.0,pp,0.2,res
CopyLeaks,pp_0.2_res_3,1.0,pp,0.2,res
CopyLeaks,pp_0.3_arg_2,1.0,pp,0.3,arg
CopyLeaks,pp_0.3_arg_3,1.0,pp,0.3,arg
CopyLeaks,pp_0.3_res_1,1.0,pp,0.3,res
CopyLeaks,pp_0.2_arg_4,1.0,pp,0.2,arg
CopyLeaks,pp_0.4_arg_1,1.0,pp,0.4,arg
CopyLeaks,pp_0.4_arg_2,1.0,pp,0.4,arg
CopyLeaks,pp_0.3_arg_1,1.0,pp,0.3,arg
CopyLeaks,pp_0.4_arg_3,1.0,pp,0.4,arg
CopyLeaks,pp_0.3_res_3,1.0,pp,0.3,res
CopyLeaks,pp_0.3_res_4,1.0,pp,0.3,res
CopyLeaks,pp_0.3_arg_4,1.0,pp,0.3,arg
CopyLeaks,pp_0.3_res_0,1.0,pp,0.3,res
CopyLeaks,pp_0.3_res_2,1.0,pp,0.3,res
CopyLeaks,pp_0.4_res_0,1.0,pp,0.4,res
CopyLeaks,pp_0.4_arg_4,1.0,pp,0.4,arg
CopyLeaks,pp_0.4_res_2,1.0,pp,0.4,res
CopyLeaks,pp_0.4_res_3,1.0,pp,0.4,res
CopyLeaks,pp_0.5_arg_1,1.0,pp,0.5,arg
CopyLeaks,pp_0.4_arg_0,1.0,pp,0.4,arg
CopyLeaks,pp_0.5_arg_0,1.0,pp,0.5,arg
CopyLeaks,pp_0.5_arg_2,1.0,pp,0.5,arg
CopyLeaks,pp_0.4_res_1,1.0,pp,0.4,res
CopyLeaks,pp_0.4_res_4,1.0,pp,0.4,res
CopyLeaks,pp_0.5_res_2,1.0,pp,0.5,res
CopyLeaks,pp_0.5_arg_3,1.0,pp,0.5,arg
CopyLeaks,pp_0.5_res_0,1.0,pp,0.5,res
CopyLeaks,pp_0.6_arg_0,1.0,pp,0.6,arg
CopyLeaks,pp_0.5_res_4,1.0,pp,0.5,res
CopyLeaks,pp_0.5_res_3,1.0,pp,0.5,res
CopyLeaks,pp_0.5_arg_4,1.0,pp,0.5,arg
CopyLeaks,pp_0.5_res_1,1.0,pp,0.5,res
CopyLeaks,pp_0.6_arg_3,1.0,pp,0.6,arg
CopyLeaks,pp_0.6_arg_4,1.0,pp,0.6,arg
CopyLeaks,pp_0.6_res_2,1.0,pp,0.6,res
CopyLeaks,pp_0.6_arg_2,1.0,pp,0.6,arg
CopyLeaks,pp_0.6_arg_1,1.0,pp,0.6,arg
CopyLeaks,pp_0.6_res_3,1.0,pp,0.6,res
CopyLeaks,pp_0.6_res_0,1.0,pp,0.6,res
CopyLeaks,pp_0.7_arg_1,1.0,pp,0.7,arg
CopyLeaks,pp_0.6_res_4,1.0,pp,0.6,res
CopyLeaks,pp_0.7_arg_2,1.0,pp,0.7,arg
CopyLeaks,pp_0.6_res_1,1.0,pp,0.6,res
CopyLeaks,pp_0.7_arg_0,1.0,pp,0.7,arg
CopyLeaks,pp_0.7_res_3,1.0,pp,0.7,res
CopyLeaks,pp_0.7_arg_4,1.0,pp,0.7,arg
CopyLeaks,pp_0.7_arg_3,1.0,pp,0.7,arg
CopyLeaks,pp_0.7_res_0,1.0,pp,0.7,res
CopyLeaks,pp_0.7_res_4,1.0,pp,0.7,res
CopyLeaks,pp_0.7_res_1,1.0,pp,0.7,res
CopyLeaks,pp_0.7_res_2,1.0,pp,0.7,res
CopyLeaks,pp_0.8_arg_3,1.0,pp,0.8,arg
CopyLeaks,pp_0.8_arg_2,1.0,pp,0.8,arg
CopyLeaks,pp_0.8_arg_4,1.0,pp,0.8,arg
CopyLeaks,pp_0.8_arg_0,1.0,pp,0.8,arg
CopyLeaks,pp_0.8_arg_1,1.0,pp,0.8,arg
CopyLeaks,pp_0.8_res_3,1.0,pp,0.8,res
CopyLeaks,pp_0.8_res_1,1.0,pp,0.8,res
CopyLeaks,pp_0.9_arg_2,1.0,pp,0.9,arg
CopyLeaks,pp_0.8_res_4,1.0,pp,0.8,res
CopyLeaks,pp_0.9_arg_3,1.0,pp,0.9,arg
CopyLeaks,pp_0.8_res_0,1.0,pp,0.8,res
CopyLeaks,pp_0.9_arg_4,1.0,pp,0.9,arg
CopyLeaks,pp_0.9_res_0,1.0,pp,0.9,res
CopyLeaks,pp_0.9_arg_1,1.0,pp,0.9,arg
CopyLeaks,pp_0.9_arg_0,1.0,pp,0.9,arg
CopyLeaks,pp_0.8_res_2,1.0,pp,0.8,res
CopyLeaks,pp_0.9_res_2,1.0,pp,0.9,res
CopyLeaks,pp_0.9_res_3,1.0,pp,0.9,res
CopyLeaks,pp_0.9_res_1,1.0,pp,0.9,res
CopyLeaks,pp_1.0_arg_3,1.0,pp,1.0,arg
CopyLeaks,pp_0.9_res_4,1.0,pp,0.9,res
CopyLeaks,pp_1.0_res_0,1.0,pp,1.0,res
CopyLeaks,pp_1.0_arg_0,1.0,pp,1.0,arg
CopyLeaks,pp_1.0_arg_2,1.0,pp,1.0,arg
CopyLeaks,pp_1.0_arg_4,1.0,pp,1.0,arg
CopyLeaks,pp_1.0_arg_1,1.0,pp,1.0,arg
CopyLeaks,pp_1.0_res_1,1.0,pp,1.0,res
CopyLeaks,pp_1.0_res_2,1.0,pp,1.0,res
CopyLeaks,pp_1.1_arg_1,1.0,pp,1.1,arg
CopyLeaks,pp_1.1_arg_2,1.0,pp,1.1,arg
CopyLeaks,pp_1.1_arg_4,1.0,pp,1.1,arg
CopyLeaks,pp_1.0_res_3,1.0,pp,1.0,res
CopyLeaks,pp_1.0_res_4,1.0,pp,1.0,res
CopyLeaks,pp_1.1_arg_0,1.0,pp,1.1,arg
CopyLeaks,pp_1.1_arg_3,1.0,pp,1.1,arg
CopyLeaks,pp_1.1_res_1,1.0,pp,1.1,res
CopyLeaks,pp_1.1_res_0,1.0,pp,1.1,res
CopyLeaks,pp_1.2_arg_0,1.0,pp,1.2,arg
CopyLeaks,pp_1.1_res_2,1.0,pp,1.1,res
CopyLeaks,pp_1.1_res_3,1.0,pp,1.1,res
CopyLeaks,pp_1.2_res_2,1.0,pp,1.2,res
CopyLeaks,pp_1.1_res_4,1.0,pp,1.1,res
CopyLeaks,pp_1.2_arg_1,1.0,pp,1.2,arg
CopyLeaks,pp_1.2_arg_2,1.0,pp,1.2,arg
CopyLeaks,pp_1.2_arg_3,1.0,pp,1.2,arg
CopyLeaks,pp_1.2_res_1,1.0,pp,1.2,res
CopyLeaks,pp_1.2_res_0,1.0,pp,1.2,res
CopyLeaks,pp_1.2_arg_4,1.0,pp,1.2,arg
CopyLeaks,pp_1.2_res_3,1.0,pp,1.2,res
CopyLeaks,pp_1.2_res_4,1.0,pp,1.2,res
CopyLeaks,pp_1.3_arg_0,1.0,pp,1.3,arg
CopyLeaks,pp_1.3_arg_2,1.0,pp,1.3,arg
CopyLeaks,pp_1.3_res_2,1.0,pp,1.3,res
CopyLeaks,pp_1.3_arg_3,1.0,pp,1.3,arg
CopyLeaks,pp_1.3_res_0,1.0,pp,1.3,res
CopyLeaks,pp_1.3_arg_4,1.0,pp,1.3,arg
CopyLeaks,pp_1.3_res_1,1.0,pp,1.3,res
CopyLeaks,pp_1.3_arg_1,1.0,pp,1.3,arg
CopyLeaks,pp_1.3_res_3,1.0,pp,1.3,res
CopyLeaks,pp_1.4_arg_0,1.0,pp,1.4,arg
CopyLeaks,pp_1.3_res_4,1.0,pp,1.3,res
CopyLeaks,pp_1.4_arg_3,1.0,pp,1.4,arg
CopyLeaks,pp_1.4_arg_2,1.0,pp,1.4,arg
CopyLeaks,pp_1.4_arg_1,1.0,pp,1.4,arg
CopyLeaks,pp_1.4_res_2,1.0,pp,1.4,res
CopyLeaks,pp_1.4_arg_4,1.0,pp,1.4,arg
CopyLeaks,pp_1.4_res_0,1.0,pp,1.4,res
CopyLeaks,pp_1.4_res_1,1.0,pp,1.4,res
