detector,text_id,score
Radar,prt_avreg_p_12,0.727152407169342
Radar,prt_avreg_p_0,0.9124457240104675
Radar,prt_avreg_p_1,0.9033845663070679
Radar,prt_avreg_p_11,0.841520369052887
Radar,prt_avreg_p_13,0.9517906308174133
Radar,prt_avreg_p_10,0.9674389958381653
Radar,prt_avreg_p_14,0.952106237411499
Radar,prt_avreg_p_16,0.9552868604660034
Radar,prt_avreg_p_15,0.7003651261329651
Radar,prt_avreg_p_17,0.8083720803260803
Radar,prt_avreg_p_4,0.6578720211982727
Radar,prt_avreg_p_19,0.7181539535522461
Radar,prt_avreg_p_2,0.9732503890991211
Radar,prt_avreg_p_8,0.9652658700942993
Radar,prt_avreg_p_5,0.8945176601409912
Radar,prt_avreg_p_18,0.960176944732666
Radar,prt_avreg_p_3,0.9772172570228577
Radar,prt_avreg_p_6,0.8753305077552795
Radar,prt_avreg_p_7,0.7964393496513367
Radar,prt_avreg_p_9,0.9519594311714172
Radar,prt_av_p_0,0.974409282207489
Radar,prt_av_p_1,0.9637688398361206
Radar,prt_av_p_16,0.9751176834106445
Radar,prt_av_p_10,0.9866934418678284
Radar,prt_av_p_14,0.9328563213348389
Radar,prt_av_p_11,0.9543553590774536
Radar,prt_av_p_15,0.9778586030006409
Radar,prt_av_p_13,0.9908994436264038
Radar,prt_av_p_12,0.8389087915420532
Radar,prt_av_p_17,0.9817741513252258
Radar,prt_av_p_18,0.9701232314109802
Radar,prt_av_p_3,0.989096999168396
Radar,prt_av_p_7,0.9912053346633911
Radar,prt_av_p_4,0.9634120464324951
Radar,prt_av_p_19,0.9190859794616699
Radar,prt_av_p_6,0.9698829054832458
Radar,prt_av_p_2,0.9893136620521545
Radar,prt_av_p_5,0.976360559463501
Radar,prt_av_p_8,0.9878444075584412
Radar,prt_av_p_9,0.9668790698051453
Radar,prt_explreg_p_14,0.7279506921768188
Radar,prt_explreg_p_11,0.9514234662055969
Radar,prt_explreg_p_0,0.9443411231040955
Radar,prt_explreg_p_1,0.9704639315605164
Radar,prt_explreg_p_12,0.7580335736274719
Radar,prt_explreg_p_13,0.96855628490448
Radar,prt_explreg_p_10,0.8794606924057007
Radar,prt_explreg_p_15,0.81215900182724
Radar,prt_explreg_p_16,0.9184169173240662
Radar,prt_explreg_p_17,0.8400037884712219
Radar,prt_explreg_p_18,0.8153995871543884
Radar,prt_explreg_p_2,0.9480406045913696
Radar,prt_explreg_p_5,0.9352879524230957
Radar,prt_explreg_p_19,0.7676889896392822
Radar,prt_explreg_p_3,0.8709649443626404
Radar,prt_explreg_p_6,0.7310557961463928
Radar,prt_explreg_p_4,0.6675273776054382
Radar,prt_explreg_p_9,0.962965726852417
Radar,prt_explreg_p_7,0.8848446607589722
Radar,prt_explreg_p_8,0.9213652014732361
Radar,prt_expl_p_0,0.9546027779579163
Radar,prt_expl_p_1,0.9775533080101013
Radar,prt_expl_p_10,0.9881189465522766
Radar,prt_expl_p_15,0.9788546562194824
Radar,prt_expl_p_11,0.9936509132385254
Radar,prt_expl_p_12,0.9617049694061279
Radar,prt_expl_p_13,0.9736414551734924
Radar,prt_expl_p_14,0.9651346802711487
Radar,prt_expl_p_16,0.9880926012992859
Radar,prt_expl_p_18,0.9492136836051941
Radar,prt_expl_p_17,0.9845353960990906
Radar,prt_expl_p_19,0.8242824077606201
Radar,prt_expl_p_2,0.9817019104957581
Radar,prt_expl_p_3,0.9741597771644592
Radar,prt_expl_p_4,0.9602642059326172
Radar,prt_expl_p_5,0.9883758425712585
Radar,prt_expl_p_6,0.9527247548103333
Radar,prt_expl_p_7,0.9719099998474121
Radar,prt_expl_p_8,0.9875262975692749
Radar,prt_expl_p_9,0.9910475015640259
Radar,prt_perplreg_p_0,0.9212979674339294
Radar,prt_perplreg_p_1,0.2459835261106491
Radar,prt_perplreg_p_10,0.9074579477310181
Radar,prt_perplreg_p_11,0.7642816305160522
Radar,prt_perplreg_p_12,0.1973618119955063
Radar,prt_perplreg_p_14,0.6654406189918518
Radar,prt_perplreg_p_15,0.6523177623748779
Radar,prt_perplreg_p_13,0.6191728115081787
Radar,prt_perplreg_p_17,0.9010221362113953
Radar,prt_perplreg_p_16,0.9687176942825317
Radar,prt_perplreg_p_18,0.8822192549705505
Radar,prt_perplreg_p_19,0.31946370005607605
Radar,prt_perplreg_p_2,0.9197804927825928
Radar,prt_perplreg_p_3,0.7899909615516663
Radar,prt_perplreg_p_7,0.9342471361160278
Radar,prt_perplreg_p_4,0.821192741394043
Radar,prt_perplreg_p_6,0.5127301216125488
Radar,prt_perplreg_p_5,0.9208630323410034
Radar,prt_perplreg_p_8,0.8839243650436401
Radar,prt_perpl_p_0,0.9764756560325623
Radar,prt_perplreg_p_9,0.7864495515823364
Radar,prt_perpl_p_1,0.988023579120636
Radar,prt_perpl_p_10,0.9880467653274536
Radar,prt_perpl_p_11,0.979198157787323
Radar,prt_perpl_p_16,0.9845554828643799
Radar,prt_perpl_p_14,0.9101423025131226
Radar,prt_perpl_p_13,0.9766594767570496
Radar,prt_perpl_p_12,0.9705005884170532
Radar,prt_perpl_p_15,0.949773371219635
Radar,prt_perpl_p_19,0.9764100313186646
Radar,prt_perpl_p_17,0.9854981303215027
Radar,prt_perpl_p_18,0.9765849709510803
Radar,prt_perpl_p_2,0.9794937372207642
Radar,prt_perpl_p_3,0.962252140045166
Radar,prt_perpl_p_4,0.940073549747467
Radar,prt_perpl_p_5,0.9637677073478699
Radar,prt_perpl_p_7,0.9691922664642334
Radar,prt_perpl_p_6,0.9253324270248413
Radar,prt_perpl_p_8,0.9931690096855164
Radar,prt_smareg_p_0,0.8491026759147644
Radar,prt_perpl_p_9,0.9755094647407532
Radar,prt_smareg_p_1,0.9629833102226257
Radar,prt_smareg_p_10,0.9898157715797424
Radar,prt_smareg_p_11,0.9380275011062622
Radar,prt_smareg_p_12,0.9035567045211792
Radar,prt_smareg_p_13,0.9778832197189331
Radar,prt_smareg_p_14,0.9766531586647034
Radar,prt_smareg_p_15,0.9716988205909729
Radar,prt_smareg_p_16,0.9885196089744568
Radar,prt_smareg_p_17,0.9831498265266418
Radar,prt_smareg_p_18,0.8038272857666016
Radar,prt_smareg_p_2,0.965125322341919
Radar,prt_smareg_p_19,0.7921545505523682
Radar,prt_smareg_p_3,0.9819309115409851
Radar,prt_smareg_p_4,0.7275133728981018
Radar,prt_smareg_p_5,0.9890073537826538
Radar,prt_smareg_p_6,0.8648892045021057
Radar,prt_smareg_p_7,0.8821203708648682
Radar,prt_smareg_p_8,0.9595929384231567
Radar,prt_smareg_p_9,0.9650586843490601
Radar,prt_sma_p_0,0.9613415598869324
Radar,prt_sma_p_1,0.9865232706069946
Radar,prt_sma_p_10,0.9946785569190979
Radar,prt_sma_p_11,0.9749431014060974
Radar,prt_sma_p_12,0.9819083213806152
Radar,prt_sma_p_13,0.9921360015869141
Radar,prt_sma_p_14,0.952218770980835
Radar,prt_sma_p_15,0.9522902965545654
Radar,prt_sma_p_16,0.9943903088569641
Radar,prt_sma_p_17,0.9759610891342163
Radar,prt_sma_p_3,0.9927240610122681
Radar,prt_sma_p_18,0.9857922196388245
Radar,prt_sma_p_19,0.9839067459106445
Radar,prt_sma_p_2,0.9895669221878052
Radar,prt_sma_p_4,0.9814286231994629
Radar,prt_sma_p_5,0.9884370565414429
Radar,prt_sma_p_6,0.9068451523780823
Radar,prt_sma_p_7,0.9768691658973694
Radar,prt_sma_p_8,0.9917866587638855
Radar,prt_stdreg_p_10,0.9134495854377747
Radar,prt_sma_p_9,0.9704601168632507
Radar,prt_stdreg_p_1,0.7931029200553894
Radar,prt_stdreg_p_0,0.9542716145515442
Radar,prt_stdreg_p_11,0.9247259497642517
Radar,prt_stdreg_p_12,0.581045925617218
Radar,prt_stdreg_p_14,0.8398783802986145
Radar,prt_stdreg_p_13,0.9232474565505981
Radar,prt_stdreg_p_16,0.9680752754211426
Radar,prt_stdreg_p_15,0.4803885519504547
Radar,prt_stdreg_p_17,0.9252680540084839
Radar,prt_stdreg_p_2,0.9478174448013306
Radar,prt_stdreg_p_18,0.929087221622467
Radar,prt_stdreg_p_19,0.782756507396698
Radar,prt_stdreg_p_3,0.9044927954673767
Radar,prt_stdreg_p_4,0.8245139718055725
Radar,prt_stdreg_p_5,0.9297640919685364
Radar,prt_stdreg_p_6,0.7988138198852539
Radar,prt_stdreg_p_7,0.9501844048500061
Radar,prt_stdreg_p_8,0.9786984324455261
Radar,prt_stdreg_p_9,0.9505374431610107
Radar,prt_std_p_1,0.9753499627113342
Radar,prt_std_p_0,0.9730578064918518
Radar,prt_std_p_10,0.9793223142623901
